Date/Time,Sales Amount,Order ID,Product ID,Product Name,Quantity Sold,Customer ID,Customer Name,Region,Location,Salesperson ID,Salesperson Name,Product Category,Discounts/Promotions,Profit Margin,Payment Method,Order Status
2023-10-06 06:47:02.470693,32.65,0352993,P003,Winter Wonderland Peppermint,95,C1547,Holly Hammond,Oklahoma,Jacobton,S7509,Sandra Garcia,Body Scrub,28.03,18.52,Cash,Canceled
2023-07-16 21:05:48.765764,35.04,0958003,P003,Lavender Lush,176,C2428,Timothy Morgan,Utah,Lake Jennifer,S6445,Ashley Love,Candle,25.2,8.12,Online Transfer,Completed
2023-01-26 19:55:39.916810,28.63,0393366,P002,Lavender Lush,161,C5828,Robert Gonzalez,New Mexico,Williamschester,S2442,Danielle Potter,Candle,41.83,43.46,Cash,Pending
2023-05-15 19:56:24.709630,19.75,0811423,P003,Citrus Splash Infusion,4,C8164,Dakota Marshall,New Mexico,Christopherton,S2228,Judy Williams,Body Scrub,5.69,17.64,Cash,Completed
2024-01-11 07:14:09.766536,6.73,0676584,P002,Winter Wonderland Peppermint,188,C2791,John Johnson,Oregon,South Christina,S6121,William Gutierrez,Essential Oil,30.52,7.11,Credit Card,Pending
2023-03-18 20:28:13.272399,5.3,0586685,P003,Citrus Splash Infusion,100,C1963,Hunter Robinson,Missouri,East Daniel,S8045,Tammy Sutton,Body Scrub,56.95,40.97,Credit Card,Canceled
2023-10-10 15:33:57.431990,27.93,0976899,P002,Citrus Splash Infusion,145,C2277,Brandon Monroe,West Virginia,East Matthewfurt,S6995,Andrea Nichols,Essential Oil,97.53,28.7,Online Transfer,Canceled
2023-02-02 09:33:28.956460,16.42,0306442,P002,Citrus Splash Infusion,98,C1990,Clarence May,Pennsylvania,Banksburgh,S4170,Nancy Jordan,Essential Oil,41.15,24.43,Cash,Pending
2023-05-15 00:02:56.194362,11.42,0848806,P003,Winter Wonderland Peppermint,122,C1714,Mr. Darrell Zhang DVM,Montana,South Richardfurt,S3298,Ryan Terry,Candle,59.04,22.69,Cash,Pending
2023-12-25 21:15:23.940725,9.79,0918742,P002,Citrus Splash Infusion,185,C6672,Justin Edwards,Virginia,Grantbury,S8125,Barbara Kelly,Body Scrub,43.1,30.78,Cash,Pending
2023-06-04 23:52:13.288571,38.78,0317778,P001,Lavender Lush,101,C1457,Jamie Henry,Mississippi,West Tamara,S1718,Wanda Hart,Candle,89.08,12.46,Cash,Pending
2023-08-05 02:09:56.697039,31.81,0772144,P002,Winter Wonderland Peppermint,123,C3729,Deborah Roberts,Oregon,East Beverly,S2148,Steve Bennett,Body Scrub,10.27,14.72,Credit Card,Pending
2023-05-31 02:39:18.788725,14.01,0657414,P003,Citrus Splash Infusion,46,C5054,Richard Howell,New Mexico,Coryfort,S4036,Jessica Alvarez,Body Scrub,81.68,49.89,Online Transfer,Canceled
2023-03-22 21:55:24.748475,39.89,0203767,P003,Winter Wonderland Peppermint,55,C7211,Andrew Armstrong IV,Arkansas,Stewartview,S5229,Olivia Russell DDS,Essential Oil,6.03,40.59,Cash,Completed
2023-08-07 12:41:24.275613,8.93,0884074,P001,Citrus Splash Infusion,2,C7592,Michael Rivera,North Carolina,Esparzabury,S4752,Jennifer Luna,Essential Oil,94.15,22.18,Credit Card,Completed
2023-06-10 06:08:57.762261,8.07,0207583,P003,Citrus Splash Infusion,60,C6691,Heather Rosales,Texas,Timothyville,S3655,Mark Lambert,Essential Oil,28.26,34.79,Credit Card,Pending
2024-01-06 00:00:01.258789,32.63,0902007,P003,Lavender Lush,71,C3609,Deborah Martin,Massachusetts,South Joshua,S2399,Jorge Morales,Essential Oil,9.66,5.71,Cash,Completed
2023-11-28 02:00:23.609318,27.45,0602329,P001,Winter Wonderland Peppermint,187,C6874,Kyle Mathews,California,Mclaughlinport,S7582,Patrick Evans,Candle,30.34,44.7,Online Transfer,Pending
2023-10-22 08:02:42.093861,36.05,0290435,P003,Lavender Lush,155,C1677,Jonathan Collins,Nebraska,Gregoryberg,S7842,Joseph Craig,Essential Oil,59.57,25.08,Online Transfer,Canceled
2023-12-25 22:29:35.280818,22.8,0320377,P002,Lavender Lush,43,C2857,Cody Bradshaw,Oregon,East Catherinemouth,S5756,Kimberly Jacobs,Candle,10.72,9.58,Credit Card,Canceled
2023-02-04 13:16:09.925107,13.45,0667284,P001,Winter Wonderland Peppermint,76,C2473,Misty Baxter,Virginia,Sanchezmouth,S5739,Neil Johnson,Body Scrub,7.79,43.53,Online Transfer,Completed
2023-11-07 05:34:50.615212,29.5,0993227,P002,Winter Wonderland Peppermint,39,C6225,Daniel Johnson,Wisconsin,Edwardschester,S5212,Andrea Richardson,Essential Oil,29.61,33.51,Online Transfer,Pending
2023-05-30 03:14:17.736308,9.7,0996223,P003,Citrus Splash Infusion,101,C8460,Melissa Underwood,Idaho,Browningview,S1080,Adrian Wright,Candle,24.27,42.36,Online Transfer,Pending
2023-03-25 14:13:11.613520,31.37,0702312,P001,Lavender Lush,175,C2886,Nicholas Bartlett,Mississippi,North Traciland,S6652,Deborah Smith,Candle,61.68,24.92,Cash,Canceled
2023-02-13 02:36:09.536717,22.24,0694403,P003,Lavender Lush,158,C4140,David Davenport,North Carolina,West Paige,S4856,Whitney Robinson,Body Scrub,7.23,14.52,Credit Card,Canceled
2023-07-24 19:15:52.205842,31.01,0179096,P002,Lavender Lush,108,C7325,Adam Gilbert,Alabama,Burnsmouth,S8718,Jonathan Benson,Candle,71.73,43.94,Credit Card,Pending
2023-05-15 02:17:02.635467,39.45,0262892,P003,Citrus Splash Infusion,132,C8890,Jennifer Estrada,Missouri,South Lisachester,S5892,Wendy Mason,Candle,38.45,26.46,Credit Card,Canceled
2023-02-19 23:50:00.002498,39.72,0447063,P003,Citrus Splash Infusion,118,C1390,Sara Simmons,Minnesota,Curtisstad,S1734,Holly Alvarez,Essential Oil,1.88,42.62,Credit Card,Canceled
2023-12-24 08:10:20.450899,12.64,0881838,P003,Lavender Lush,178,C5934,Jennifer Le DDS,Idaho,Michaelmouth,S8967,Megan Alvarez,Candle,84.87,13.53,Online Transfer,Completed
2023-06-24 07:11:49.893538,14.04,0839429,P003,Citrus Splash Infusion,115,C5061,Diane Vasquez,Alaska,East Brittanyview,S7393,Glenn Grant,Candle,60.0,37.63,Cash,Canceled
2023-11-13 00:15:48.132493,8.3,0102004,P001,Winter Wonderland Peppermint,105,C1498,Jeremiah Diaz,Virginia,North Brandonton,S4141,Mr. Larry Brown Jr.,Essential Oil,75.01,14.69,Credit Card,Pending
2023-07-24 15:18:06.779383,17.62,0179468,P003,Lavender Lush,171,C5622,Christopher Kennedy,Florida,Williamport,S7166,Cheryl Kaiser,Essential Oil,52.74,39.55,Cash,Completed
2023-11-14 10:15:01.534453,10.67,0159887,P002,Winter Wonderland Peppermint,48,C5977,Chelsea Wolf,North Dakota,Perryland,S5422,Sherry Reilly,Body Scrub,87.35,5.03,Cash,Canceled
2023-03-24 17:56:08.915355,16.36,0389724,P003,Winter Wonderland Peppermint,20,C8465,Benjamin Andrews,Kentucky,South Xavierburgh,S5251,William Dorsey,Essential Oil,66.51,39.41,Cash,Completed
2023-05-20 02:04:31.999103,35.92,0210201,P003,Citrus Splash Infusion,168,C1645,Maria Rosales,Illinois,Port Jonathanhaven,S6328,Ashley Bentley,Candle,95.6,14.98,Cash,Canceled
2023-07-14 03:17:11.561670,33.61,0942352,P002,Winter Wonderland Peppermint,160,C6305,Stephanie Hawkins,Alaska,West Samanthaborough,S1115,Ian Gill,Candle,81.99,35.66,Online Transfer,Completed
2023-11-18 11:06:10.211782,18.39,0642853,P002,Winter Wonderland Peppermint,189,C1785,Kimberly Thomas,West Virginia,New Lisaside,S5565,Judy Garcia,Candle,38.05,28.12,Credit Card,Completed
2023-11-13 02:26:44.258935,12.76,0890617,P003,Lavender Lush,73,C4276,Michael Carroll,Illinois,New Cynthia,S8469,Phillip Pearson,Candle,53.65,22.67,Cash,Completed
2023-01-22 15:18:36.421813,36.36,0126225,P001,Lavender Lush,26,C1814,Carla Scott,North Carolina,New Stevenshire,S8286,Sherry Reynolds,Body Scrub,58.79,9.19,Online Transfer,Pending
2023-08-06 00:27:56.385523,9.76,0110452,P002,Winter Wonderland Peppermint,51,C4709,Matthew James,Hawaii,Zacharytown,S5672,Elizabeth Acosta,Body Scrub,5.0,8.87,Online Transfer,Canceled
2023-07-13 17:10:14.092246,28.53,0129510,P002,Lavender Lush,180,C3270,Anna Pope,Pennsylvania,South Janetchester,S4726,Samuel Burton,Candle,31.18,28.24,Online Transfer,Canceled
2023-08-05 07:04:04.236251,32.15,0953687,P003,Lavender Lush,146,C6879,Regina Santiago,Mississippi,Port Matthewmouth,S1739,Laura Montoya,Body Scrub,44.01,41.06,Online Transfer,Pending
2023-01-29 15:08:02.046900,34.96,0684034,P001,Lavender Lush,148,C8179,Lisa Blake,Kentucky,Lake Briantown,S2092,Jennifer Watson,Body Scrub,73.47,47.9,Online Transfer,Canceled
2023-11-20 13:46:52.518008,7.44,0166151,P003,Lavender Lush,180,C8226,Kristin Wood,Florida,West Christine,S2606,William Velasquez,Body Scrub,99.84,22.72,Credit Card,Pending
2023-12-24 23:05:37.108163,23.92,0293038,P003,Winter Wonderland Peppermint,114,C7518,Mark Anderson,Georgia,North Taratown,S2731,Faith Jackson,Candle,70.74,18.81,Cash,Canceled
2023-07-03 17:30:18.469537,32.48,0827320,P002,Lavender Lush,166,C5751,Benjamin Porter,South Carolina,New Tammy,S7904,Mark Johnson,Essential Oil,80.66,44.95,Cash,Completed
2023-06-02 18:54:16.552766,9.49,0239295,P001,Winter Wonderland Peppermint,192,C6287,Elizabeth Hernandez,Washington,North Sabrina,S4583,Cameron Baker,Essential Oil,31.48,30.25,Credit Card,Pending
2023-03-15 13:33:26.458523,23.15,0488004,P002,Lavender Lush,67,C6506,Kathleen Leonard,West Virginia,Hubbardton,S6561,Elizabeth Thornton,Body Scrub,1.01,6.58,Online Transfer,Completed
2023-02-17 12:56:16.396596,26.72,0749550,P001,Winter Wonderland Peppermint,107,C2379,Samuel Ellison,Alabama,Jessicaburgh,S8525,William Barry,Candle,48.1,19.18,Credit Card,Pending
2023-04-26 07:39:18.353410,32.81,0535798,P001,Lavender Lush,90,C8441,Patricia Smith,Ohio,Maloneport,S5314,Allison Frazier,Essential Oil,99.49,29.65,Cash,Canceled
2023-10-27 17:45:59.547725,17.27,0267865,P003,Citrus Splash Infusion,82,C4348,Timothy Cummings,Massachusetts,North Devon,S8510,Julie Allen,Candle,42.52,28.16,Credit Card,Pending
2023-07-31 10:54:33.649334,39.99,0441608,P001,Lavender Lush,173,C2608,Jodi Barker,Rhode Island,Kimberlytown,S2492,David Murphy,Body Scrub,32.95,37.41,Cash,Pending
2023-12-30 10:04:30.103706,11.29,0305179,P002,Lavender Lush,118,C7176,Dylan Hansen,Oregon,New Robertport,S6342,Kara Robles,Essential Oil,21.87,40.65,Cash,Completed
2024-01-03 20:36:49.990627,11.37,0159283,P001,Winter Wonderland Peppermint,20,C2108,Diana Winters,Virginia,Ellisport,S3338,Austin King,Candle,85.6,6.46,Credit Card,Pending
2023-08-13 13:27:31.098821,21.33,0970082,P003,Lavender Lush,132,C5428,Nicholas Martin,Maryland,North David,S7913,Lisa Cooper,Candle,0.85,8.6,Online Transfer,Canceled
2023-05-29 06:09:47.065131,26.99,0451491,P002,Citrus Splash Infusion,72,C8924,Christopher Williams,Texas,Luisberg,S3685,Mrs. Megan Mitchell,Candle,85.87,44.11,Cash,Pending
2023-09-24 10:14:53.786855,33.48,0818441,P002,Citrus Splash Infusion,40,C6892,Anna Brown,Wisconsin,Ashleyfort,S7936,Austin Marshall,Candle,56.89,16.94,Online Transfer,Completed
2023-10-06 15:08:58.469169,9.33,0336383,P003,Winter Wonderland Peppermint,16,C4506,Brian Ryan II,Connecticut,Robertsonchester,S1222,Jesse Taylor,Candle,70.02,15.03,Online Transfer,Pending
2023-11-26 23:11:42.377683,11.69,0708581,P001,Winter Wonderland Peppermint,183,C4256,John Weaver,North Carolina,Luceroland,S2877,Anna Warner,Candle,80.03,14.21,Cash,Pending
2023-09-19 16:46:20.562706,14.29,0758646,P001,Lavender Lush,1,C3948,Vickie Owens,California,West Sydneyville,S5932,Teresa Jackson,Body Scrub,7.92,22.03,Cash,Pending
2023-05-25 19:10:19.029537,17.16,0917639,P002,Citrus Splash Infusion,121,C5047,Jessica Reese,Alabama,Lopezborough,S2617,Gina Murphy,Body Scrub,40.5,24.96,Credit Card,Pending
2023-10-28 21:24:10.459580,33.17,0283090,P001,Citrus Splash Infusion,165,C7528,Michael Short,Alabama,Port Catherine,S6988,Helen Ellis,Body Scrub,95.23,12.68,Credit Card,Canceled
2023-09-16 03:13:17.532789,6.22,0618482,P001,Citrus Splash Infusion,133,C8017,Sandra Alexander,Tennessee,East Denise,S1756,John Patrick,Candle,91.04,43.16,Credit Card,Canceled
2023-12-02 10:47:26.579960,11.29,0751824,P003,Lavender Lush,57,C5541,Brenda Ponce,Wyoming,Jordanside,S5939,Jim Warner,Essential Oil,32.98,31.05,Credit Card,Canceled
2023-10-22 03:05:36.566275,19.89,0672450,P001,Winter Wonderland Peppermint,109,C4608,Mary Hickman,Idaho,Lake Nicholasfurt,S2747,Thomas Petersen,Candle,64.94,49.0,Credit Card,Completed
2023-04-30 07:04:27.033280,28.53,0151351,P002,Winter Wonderland Peppermint,123,C5530,Terri Gregory,Vermont,Port William,S3017,Frederick Mclaughlin,Essential Oil,67.19,40.16,Cash,Canceled
2023-08-15 10:48:20.403889,38.25,0316140,P002,Citrus Splash Infusion,122,C6996,Kimberly Warren,New Hampshire,Hernandezhaven,S7516,Tristan Bird,Body Scrub,47.61,34.57,Cash,Canceled
2023-05-05 15:45:11.062653,35.15,0239624,P003,Citrus Splash Infusion,136,C8703,Nathan Mora,Indiana,Angelaview,S4995,Matthew Hill,Body Scrub,63.57,37.08,Credit Card,Canceled
2023-03-10 21:50:26.657010,18.28,0959754,P001,Lavender Lush,103,C6047,Dustin Young,Missouri,Hansenburgh,S4695,Ruth Myers,Body Scrub,26.13,15.5,Cash,Completed
2023-11-27 07:16:59.603514,16.43,0355264,P002,Citrus Splash Infusion,169,C1713,Miss Christine Brown,Utah,Port Sandra,S8615,Jennifer Osborn,Body Scrub,25.68,13.88,Credit Card,Completed
2023-03-30 02:55:33.888250,24.91,0249702,P002,Lavender Lush,100,C6030,Isaac Ross,Utah,Matthewfort,S8650,Alexander Dixon,Body Scrub,87.54,17.76,Online Transfer,Completed
2024-01-01 00:23:22.267220,23.14,0166486,P002,Citrus Splash Infusion,182,C1615,Jessica Roberts,Virginia,North Amanda,S3391,Paula Powell,Essential Oil,3.77,46.52,Credit Card,Completed
2023-05-08 23:50:12.177733,15.04,0328127,P003,Lavender Lush,29,C5949,Nathan Williams,Montana,Taylorhaven,S6692,Brian Ruiz,Body Scrub,81.43,35.41,Cash,Canceled
2023-02-27 07:32:28.302398,16.6,0840854,P003,Citrus Splash Infusion,121,C3635,Erika Smith,Delaware,Lake Lorettaport,S1789,Shawn Kim,Essential Oil,7.69,14.63,Credit Card,Completed
2023-04-08 00:01:18.833069,33.62,0546750,P003,Winter Wonderland Peppermint,17,C6751,Jennifer Smith,Connecticut,Lake Karen,S7340,Michael Santos,Essential Oil,69.14,19.59,Online Transfer,Pending
2023-12-10 21:30:03.834260,19.54,0703385,P002,Lavender Lush,138,C7978,Thomas Mcintyre,Indiana,Cranemouth,S2695,Christian Graham,Body Scrub,30.86,26.66,Credit Card,Canceled
2023-11-18 00:58:03.308702,34.89,0354931,P002,Winter Wonderland Peppermint,112,C4757,Mrs. Tammy Mendez,Illinois,West Jennybury,S5694,Jared Wheeler,Essential Oil,23.11,20.34,Cash,Pending
2023-09-06 14:09:32.344500,35.62,0658510,P001,Lavender Lush,113,C5418,Samantha James,Utah,Brownville,S7122,Sarah Villanueva,Essential Oil,33.18,7.18,Credit Card,Canceled
2024-01-21 17:00:34.151715,7.99,0315205,P002,Lavender Lush,84,C4682,Thomas Jones,Massachusetts,North Davidtown,S3054,Paige Arnold,Body Scrub,91.59,29.95,Credit Card,Pending
2023-11-04 20:33:22.702466,14.35,0110256,P001,Citrus Splash Infusion,13,C3024,Valerie Johnson,Indiana,Sullivanshire,S6146,Veronica Gardner,Essential Oil,12.17,20.61,Online Transfer,Canceled
2023-05-28 10:46:08.513722,16.73,0387262,P002,Lavender Lush,76,C2267,Jasmine Vega,Kentucky,Hamptonshire,S8329,David Jones,Essential Oil,54.69,9.19,Cash,Canceled
2023-11-20 14:26:24.026388,31.71,0456544,P001,Citrus Splash Infusion,91,C4440,Kathleen Miller,Minnesota,Port Brookebury,S3859,Mandy Wilkinson,Candle,46.39,16.15,Online Transfer,Pending
2023-08-10 20:37:18.813539,28.99,0568096,P003,Citrus Splash Infusion,110,C7469,James Prince,North Carolina,South Corey,S3252,Jasmin Morales,Essential Oil,55.11,46.25,Credit Card,Completed
2023-12-14 14:12:27.029591,37.91,0773418,P002,Lavender Lush,115,C6514,Kenneth Moore,New Mexico,Hendersonhaven,S2832,Cynthia Cook,Essential Oil,81.21,22.65,Credit Card,Pending
2023-11-13 04:13:25.752921,14.82,0408720,P001,Citrus Splash Infusion,175,C1934,Brenda Price,Maine,Guychester,S5137,Jeffery Coffey,Essential Oil,2.45,15.42,Cash,Pending
2023-01-28 08:14:14.720493,9.67,0246993,P003,Lavender Lush,108,C8290,Wendy Molina,Ohio,Riceburgh,S7572,Ashley Atkinson,Essential Oil,68.65,8.72,Cash,Pending
2023-07-18 02:21:36.491700,22.23,0733246,P003,Winter Wonderland Peppermint,23,C4443,Sheila Owens,Oregon,North Amyberg,S5982,Walter Hamilton,Candle,17.56,14.27,Online Transfer,Completed
2023-12-17 08:17:18.344310,36.64,0862134,P002,Lavender Lush,76,C8058,Marissa Smith,Massachusetts,North Larry,S4416,Sonya Price,Candle,3.18,37.2,Credit Card,Pending
2023-07-17 02:18:24.796519,27.99,0451224,P002,Winter Wonderland Peppermint,36,C3788,Rodney Huber,Hawaii,Lake Penny,S3966,Francisco Riggs,Candle,48.71,16.8,Credit Card,Canceled
2023-02-10 13:07:10.507785,15.75,0520535,P001,Lavender Lush,153,C2666,Lauren Gilbert,Illinois,Lake Meghanburgh,S7438,William Nicholson,Essential Oil,55.05,26.79,Online Transfer,Canceled
2023-08-13 01:33:32.122881,7.19,0451938,P003,Winter Wonderland Peppermint,46,C4173,George Pittman,Mississippi,Larrychester,S4741,Matthew Cole,Body Scrub,47.73,11.64,Online Transfer,Completed
2023-06-05 14:40:22.815958,29.66,0551590,P002,Citrus Splash Infusion,5,C8723,Christina Anderson,Rhode Island,Port Larry,S8746,Sarah Villanueva,Candle,48.87,20.43,Online Transfer,Canceled
2023-06-12 02:23:09.915606,37.73,0916024,P002,Lavender Lush,127,C8889,Jose Jones,Michigan,Nicholestad,S8644,Jason Cummings,Essential Oil,44.21,18.95,Credit Card,Canceled
2023-05-12 19:34:40.855908,8.31,0835742,P003,Winter Wonderland Peppermint,149,C8734,Haley Burns,Wisconsin,South Courtney,S4050,Tamara Durham,Essential Oil,76.73,10.21,Credit Card,Pending
2023-08-30 22:35:15.096642,29.33,0749115,P002,Lavender Lush,19,C7634,Alexander Kennedy,Florida,Michelleville,S4466,Lauren Rios,Candle,47.42,47.28,Online Transfer,Canceled
2023-08-22 21:39:57.899244,39.63,0275661,P002,Winter Wonderland Peppermint,195,C4779,Sarah Morris,Louisiana,Jenniferland,S8521,Eugene Williams,Essential Oil,0.47,42.06,Credit Card,Completed
2023-05-03 17:57:39.979740,28.73,0650169,P001,Lavender Lush,156,C1634,Angela Stewart,Arizona,Lake Tammy,S5263,Emily Houston,Body Scrub,35.06,49.11,Online Transfer,Completed
2023-12-18 10:05:04.666306,28.29,0801606,P001,Lavender Lush,174,C7325,Kimberly Burnett,New Jersey,Port Valerietown,S8142,Joy Brown,Essential Oil,29.26,33.58,Online Transfer,Completed
2023-12-07 22:37:47.738745,23.91,0203327,P002,Citrus Splash Infusion,32,C2825,Alexandra Garza,Iowa,Lake Travis,S1907,Melinda Arellano,Candle,56.48,24.35,Credit Card,Pending
2023-06-16 23:41:39.319643,11.01,0797647,P001,Citrus Splash Infusion,2,C4307,Roger Murphy,Virginia,Juanhaven,S1456,Carrie Henry,Essential Oil,67.01,38.93,Online Transfer,Canceled
2023-09-03 19:25:08.358993,12.64,0393057,P003,Lavender Lush,135,C8483,Drew Johnson,Oklahoma,Courtneyland,S2477,Daniel Wallace,Candle,58.07,12.41,Cash,Canceled
